letter,label,file,background
а,1,01_01.png,0
а,1,01_02.png,0
а,1,01_03.png,0
а,1,01_04.png,0
а,1,01_05.png,0
а,1,01_06.png,0
а,1,01_07.png,0
а,1,01_08.png,0
а,1,01_09.png,0
а,1,01_10.png,0
а,1,01_11.png,0
а,1,01_12.png,0
а,1,01_13.png,0
а,1,01_14.png,0
а,1,01_15.png,0
а,1,01_16.png,0
а,1,01_17.png,0
а,1,01_18.png,0
а,1,01_19.png,0
а,1,01_20.png,0
а,1,01_21.png,0
а,1,01_22.png,0
а,1,01_23.png,1
а,1,01_24.png,1
а,1,01_25.png,1
а,1,01_26.png,1
а,1,01_27.png,1
а,1,01_28.png,1
а,1,01_29.png,1
а,1,01_30.png,1
а,1,01_31.png,1
а,1,01_32.png,1
а,1,01_33.png,1
а,1,01_34.png,1
а,1,01_35.png,1
а,1,01_36.png,1
а,1,01_37.png,1
а,1,01_38.png,1
а,1,01_39.png,1
а,1,01_40.png,1
а,1,01_41.png,1
а,1,01_42.png,1
а,1,01_43.png,1
а,1,01_44.png,1
а,1,01_45.png,1
а,1,01_46.png,1
а,1,01_47.png,1
а,1,01_48.png,1
а,1,01_49.png,1
а,1,01_50.png,1
б,2,02_01.png,0
б,2,02_02.png,0
б,2,02_03.png,0
б,2,02_04.png,0
б,2,02_05.png,0
б,2,02_06.png,0
б,2,02_07.png,0
б,2,02_08.png,0
б,2,02_09.png,0
б,2,02_10.png,0
б,2,02_11.png,0
б,2,02_12.png,0
б,2,02_13.png,0
б,2,02_14.png,0
б,2,02_15.png,0
б,2,02_16.png,0
б,2,02_17.png,0
б,2,02_18.png,0
б,2,02_19.png,0
б,2,02_20.png,0
б,2,02_21.png,0
б,2,02_22.png,0
б,2,02_23.png,1
б,2,02_24.png,1
б,2,02_25.png,1
б,2,02_26.png,1
б,2,02_27.png,1
б,2,02_28.png,1
б,2,02_29.png,1
б,2,02_30.png,1
б,2,02_31.png,1
б,2,02_32.png,1
б,2,02_33.png,1
б,2,02_34.png,1
б,2,02_35.png,1
б,2,02_36.png,1
б,2,02_37.png,1
б,2,02_38.png,1
б,2,02_39.png,1
б,2,02_40.png,1
б,2,02_41.png,1
б,2,02_42.png,1
б,2,02_43.png,1
б,2,02_44.png,1
б,2,02_45.png,1
б,2,02_46.png,1
б,2,02_47.png,1
б,2,02_48.png,1
б,2,02_49.png,1
б,2,02_50.png,1
в,3,03_01.png,0
в,3,03_02.png,0
в,3,03_03.png,0
в,3,03_04.png,0
в,3,03_05.png,0
в,3,03_06.png,0
в,3,03_07.png,0
в,3,03_08.png,0
в,3,03_09.png,0
в,3,03_10.png,0
в,3,03_11.png,0
в,3,03_12.png,0
в,3,03_13.png,0
в,3,03_14.png,0
в,3,03_15.png,0
в,3,03_16.png,0
в,3,03_17.png,0
в,3,03_18.png,0
в,3,03_19.png,0
в,3,03_20.png,0
в,3,03_21.png,0
в,3,03_22.png,0
в,3,03_23.png,1
в,3,03_24.png,1
в,3,03_25.png,1
в,3,03_26.png,1
в,3,03_27.png,1
в,3,03_28.png,1
в,3,03_29.png,1
в,3,03_30.png,1
в,3,03_31.png,1
в,3,03_32.png,1
в,3,03_33.png,1
в,3,03_34.png,1
в,3,03_35.png,1
в,3,03_36.png,1
в,3,03_37.png,1
в,3,03_38.png,1
в,3,03_39.png,1
в,3,03_40.png,1
в,3,03_41.png,1
в,3,03_42.png,1
в,3,03_43.png,1
в,3,03_44.png,1
в,3,03_45.png,1
в,3,03_46.png,1
в,3,03_47.png,1
в,3,03_48.png,1
в,3,03_49.png,1
в,3,03_50.png,1
г,4,04_01.png,0
г,4,04_02.png,0
г,4,04_03.png,0
г,4,04_04.png,0
г,4,04_05.png,0
г,4,04_06.png,0
г,4,04_07.png,0
г,4,04_08.png,0
г,4,04_09.png,0
г,4,04_10.png,0
г,4,04_11.png,0
г,4,04_12.png,0
г,4,04_13.png,0
г,4,04_14.png,0
г,4,04_15.png,0
г,4,04_16.png,0
г,4,04_17.png,0
г,4,04_18.png,0
г,4,04_19.png,0
г,4,04_20.png,0
г,4,04_21.png,0
г,4,04_22.png,0
г,4,04_23.png,1
г,4,04_24.png,1
г,4,04_25.png,1
г,4,04_26.png,1
г,4,04_27.png,1
г,4,04_28.png,1
г,4,04_29.png,1
г,4,04_30.png,1
г,4,04_31.png,1
г,4,04_32.png,1
г,4,04_33.png,1
г,4,04_34.png,1
г,4,04_35.png,1
г,4,04_36.png,1
г,4,04_37.png,1
г,4,04_38.png,1
г,4,04_39.png,1
г,4,04_40.png,1
г,4,04_41.png,1
г,4,04_42.png,1
г,4,04_43.png,1
г,4,04_44.png,1
г,4,04_45.png,1
г,4,04_46.png,1
г,4,04_47.png,1
г,4,04_48.png,1
г,4,04_49.png,1
г,4,04_50.png,1
д,5,05_01.png,0
д,5,05_02.png,0
д,5,05_03.png,0
д,5,05_04.png,0
д,5,05_05.png,0
д,5,05_06.png,0
д,5,05_07.png,0
д,5,05_08.png,0
д,5,05_09.png,0
д,5,05_10.png,0
д,5,05_11.png,0
д,5,05_12.png,0
д,5,05_13.png,0
д,5,05_14.png,0
д,5,05_15.png,0
д,5,05_16.png,0
д,5,05_17.png,0
д,5,05_18.png,0
д,5,05_19.png,0
д,5,05_20.png,0
д,5,05_21.png,0
д,5,05_22.png,0
д,5,05_23.png,1
д,5,05_24.png,1
д,5,05_25.png,1
д,5,05_26.png,1
д,5,05_27.png,1
д,5,05_28.png,1
д,5,05_29.png,1
д,5,05_30.png,1
д,5,05_31.png,1
д,5,05_32.png,1
д,5,05_33.png,1
д,5,05_34.png,1
д,5,05_35.png,1
д,5,05_36.png,1
д,5,05_37.png,1
д,5,05_38.png,1
д,5,05_39.png,1
д,5,05_40.png,1
д,5,05_41.png,1
д,5,05_42.png,1
д,5,05_43.png,1
д,5,05_44.png,1
д,5,05_45.png,1
д,5,05_46.png,1
д,5,05_47.png,1
д,5,05_48.png,1
д,5,05_49.png,1
д,5,05_50.png,1
е,6,06_01.png,0
е,6,06_02.png,0
е,6,06_03.png,0
е,6,06_04.png,0
е,6,06_05.png,0
е,6,06_06.png,0
е,6,06_07.png,0
е,6,06_08.png,0
е,6,06_09.png,0
е,6,06_10.png,0
е,6,06_11.png,0
е,6,06_12.png,0
е,6,06_13.png,0
е,6,06_14.png,0
е,6,06_15.png,0
е,6,06_16.png,0
е,6,06_17.png,0
е,6,06_18.png,0
е,6,06_19.png,0
е,6,06_20.png,0
е,6,06_21.png,0
е,6,06_22.png,0
е,6,06_23.png,1
е,6,06_24.png,1
е,6,06_25.png,1
е,6,06_26.png,1
е,6,06_27.png,1
е,6,06_28.png,1
е,6,06_29.png,1
е,6,06_30.png,1
е,6,06_31.png,1
е,6,06_32.png,1
е,6,06_33.png,1
е,6,06_34.png,1
е,6,06_35.png,1
е,6,06_36.png,1
е,6,06_37.png,1
е,6,06_38.png,1
е,6,06_39.png,1
е,6,06_40.png,1
е,6,06_41.png,1
е,6,06_42.png,1
е,6,06_43.png,1
е,6,06_44.png,1
е,6,06_45.png,1
е,6,06_46.png,1
е,6,06_47.png,1
е,6,06_48.png,1
е,6,06_49.png,1
е,6,06_50.png,1
ё,7,07_01.png,0
ё,7,07_02.png,0
ё,7,07_03.png,0
ё,7,07_04.png,0
ё,7,07_05.png,0
ё,7,07_06.png,0
ё,7,07_07.png,0
ё,7,07_08.png,0
ё,7,07_09.png,0
ё,7,07_10.png,0
ё,7,07_11.png,0
ё,7,07_12.png,0
ё,7,07_13.png,0
ё,7,07_14.png,0
ё,7,07_15.png,0
ё,7,07_16.png,0
ё,7,07_17.png,0
ё,7,07_18.png,0
ё,7,07_19.png,0
ё,7,07_20.png,0
ё,7,07_21.png,0
ё,7,07_22.png,0
ё,7,07_23.png,1
ё,7,07_24.png,1
ё,7,07_25.png,1
ё,7,07_26.png,1
ё,7,07_27.png,1
ё,7,07_28.png,1
ё,7,07_29.png,1
ё,7,07_30.png,1
ё,7,07_31.png,1
ё,7,07_32.png,1
ё,7,07_33.png,1
ё,7,07_34.png,1
ё,7,07_35.png,1
ё,7,07_36.png,1
ё,7,07_37.png,1
ё,7,07_38.png,1
ё,7,07_39.png,1
ё,7,07_40.png,1
ё,7,07_41.png,1
ё,7,07_42.png,1
ё,7,07_43.png,1
ё,7,07_44.png,1
ё,7,07_45.png,1
ё,7,07_46.png,1
ё,7,07_47.png,1
ё,7,07_48.png,1
ё,7,07_49.png,1
ё,7,07_50.png,1
ж,8,08_01.png,0
ж,8,08_02.png,0
ж,8,08_03.png,0
ж,8,08_04.png,0
ж,8,08_05.png,0
ж,8,08_06.png,0
ж,8,08_07.png,0
ж,8,08_08.png,0
ж,8,08_09.png,0
ж,8,08_10.png,0
ж,8,08_11.png,0
ж,8,08_12.png,0
ж,8,08_13.png,0
ж,8,08_14.png,0
ж,8,08_15.png,0
ж,8,08_16.png,0
ж,8,08_17.png,0
ж,8,08_18.png,0
ж,8,08_19.png,0
ж,8,08_20.png,0
ж,8,08_21.png,0
ж,8,08_22.png,0
ж,8,08_23.png,1
ж,8,08_24.png,1
ж,8,08_25.png,1
ж,8,08_26.png,1
ж,8,08_27.png,1
ж,8,08_28.png,1
ж,8,08_29.png,1
ж,8,08_30.png,1
ж,8,08_31.png,1
ж,8,08_32.png,1
ж,8,08_33.png,1
ж,8,08_34.png,1
ж,8,08_35.png,1
ж,8,08_36.png,1
ж,8,08_37.png,1
ж,8,08_38.png,1
ж,8,08_39.png,1
ж,8,08_40.png,1
ж,8,08_41.png,1
ж,8,08_42.png,1
ж,8,08_43.png,1
ж,8,08_44.png,1
ж,8,08_45.png,1
ж,8,08_46.png,1
ж,8,08_47.png,1
ж,8,08_48.png,1
ж,8,08_49.png,1
ж,8,08_50.png,1
з,9,09_01.png,0
з,9,09_02.png,0
з,9,09_03.png,0
з,9,09_04.png,0
з,9,09_05.png,0
з,9,09_06.png,0
з,9,09_07.png,0
з,9,09_08.png,0
з,9,09_09.png,0
з,9,09_10.png,0
з,9,09_11.png,0
з,9,09_12.png,0
з,9,09_13.png,0
з,9,09_14.png,0
з,9,09_15.png,0
з,9,09_16.png,0
з,9,09_17.png,0
з,9,09_18.png,0
з,9,09_19.png,0
з,9,09_20.png,0
з,9,09_21.png,0
з,9,09_22.png,0
з,9,09_23.png,1
з,9,09_24.png,1
з,9,09_25.png,1
з,9,09_26.png,1
з,9,09_27.png,1
з,9,09_28.png,1
з,9,09_29.png,1
з,9,09_30.png,1
з,9,09_31.png,1
з,9,09_32.png,1
з,9,09_33.png,1
з,9,09_34.png,1
з,9,09_35.png,1
з,9,09_36.png,1
з,9,09_37.png,1
з,9,09_38.png,1
з,9,09_39.png,1
з,9,09_40.png,1
з,9,09_41.png,1
з,9,09_42.png,1
з,9,09_43.png,1
з,9,09_44.png,1
з,9,09_45.png,1
з,9,09_46.png,1
з,9,09_47.png,1
з,9,09_48.png,1
з,9,09_49.png,1
з,9,09_50.png,1
и,10,10_01.png,0
и,10,10_02.png,0
и,10,10_03.png,0
и,10,10_04.png,0
и,10,10_05.png,0
и,10,10_06.png,0
и,10,10_07.png,0
и,10,10_08.png,0
и,10,10_09.png,0
и,10,10_10.png,0
и,10,10_11.png,0
и,10,10_12.png,0
и,10,10_13.png,0
и,10,10_14.png,0
и,10,10_15.png,0
и,10,10_16.png,0
и,10,10_17.png,0
и,10,10_18.png,0
и,10,10_19.png,0
и,10,10_20.png,0
и,10,10_21.png,0
и,10,10_22.png,0
и,10,10_23.png,1
и,10,10_24.png,1
и,10,10_25.png,1
и,10,10_26.png,1
и,10,10_27.png,1
и,10,10_28.png,1
и,10,10_29.png,1
и,10,10_30.png,1
и,10,10_31.png,1
и,10,10_32.png,1
и,10,10_33.png,1
и,10,10_34.png,1
и,10,10_35.png,1
и,10,10_36.png,1
и,10,10_37.png,1
и,10,10_38.png,1
и,10,10_39.png,1
и,10,10_40.png,1
и,10,10_41.png,1
и,10,10_42.png,1
и,10,10_43.png,1
и,10,10_44.png,1
и,10,10_45.png,1
и,10,10_46.png,1
и,10,10_47.png,1
и,10,10_48.png,1
и,10,10_49.png,1
и,10,10_50.png,1
й,11,11_01.png,0
й,11,11_02.png,0
й,11,11_03.png,0
й,11,11_04.png,0
й,11,11_05.png,0
й,11,11_06.png,0
й,11,11_07.png,0
й,11,11_08.png,0
й,11,11_09.png,0
й,11,11_10.png,0
й,11,11_11.png,0
й,11,11_12.png,0
й,11,11_13.png,0
й,11,11_14.png,0
й,11,11_15.png,0
й,11,11_16.png,0
й,11,11_17.png,0
й,11,11_18.png,0
й,11,11_19.png,0
й,11,11_20.png,0
й,11,11_21.png,0
й,11,11_22.png,0
й,11,11_23.png,1
й,11,11_24.png,1
й,11,11_25.png,1
й,11,11_26.png,1
й,11,11_27.png,1
й,11,11_28.png,1
й,11,11_29.png,1
й,11,11_30.png,1
й,11,11_31.png,1
й,11,11_32.png,1
й,11,11_33.png,1
й,11,11_34.png,1
й,11,11_35.png,1
й,11,11_36.png,1
й,11,11_37.png,1
й,11,11_38.png,1
й,11,11_39.png,1
й,11,11_40.png,1
й,11,11_41.png,1
й,11,11_42.png,1
й,11,11_43.png,1
й,11,11_44.png,1
й,11,11_45.png,1
й,11,11_46.png,1
й,11,11_47.png,1
й,11,11_48.png,1
й,11,11_49.png,1
й,11,11_50.png,1
к,12,12_01.png,0
к,12,12_02.png,0
к,12,12_03.png,0
к,12,12_04.png,0
к,12,12_05.png,0
к,12,12_06.png,0
к,12,12_07.png,0
к,12,12_08.png,0
к,12,12_09.png,0
к,12,12_10.png,0
к,12,12_11.png,0
к,12,12_12.png,0
к,12,12_13.png,0
к,12,12_14.png,0
к,12,12_15.png,0
к,12,12_16.png,0
к,12,12_17.png,0
к,12,12_18.png,0
к,12,12_19.png,0
к,12,12_20.png,0
к,12,12_21.png,0
