letter,label,file,background
а,1,01_231.png,3
а,1,01_232.png,3
а,1,01_233.png,3
а,1,01_234.png,3
а,1,01_235.png,3
а,1,01_236.png,3
а,1,01_237.png,3
а,1,01_238.png,3
а,1,01_239.png,3
а,1,01_240.png,3
а,1,01_241.png,3
а,1,01_242.png,3
а,1,01_243.png,3
а,1,01_244.png,3
а,1,01_245.png,3
а,1,01_246.png,3
а,1,01_247.png,3
а,1,01_248.png,3
а,1,01_249.png,3
а,1,01_250.png,3
а,1,01_251.png,3
а,1,01_252.png,3
а,1,01_253.png,3
а,1,01_254.png,3
а,1,01_255.png,3
а,1,01_256.png,3
а,1,01_257.png,3
а,1,01_258.png,3
а,1,01_259.png,3
а,1,01_260.png,3
а,1,01_261.png,3
а,1,01_262.png,3
а,1,01_263.png,3
а,1,01_264.png,3
а,1,01_265.png,3
а,1,01_266.png,3
а,1,01_267.png,3
а,1,01_268.png,3
а,1,01_269.png,3
а,1,01_270.png,3
а,1,01_271.png,3
а,1,01_272.png,3
а,1,01_273.png,3
а,1,01_274.png,3
а,1,01_275.png,3
а,1,01_276.png,3
а,1,01_277.png,3
а,1,01_278.png,3
а,1,01_279.png,3
а,1,01_280.png,3
а,1,01_281.png,3
а,1,01_282.png,3
а,1,01_283.png,3
а,1,01_284.png,3
а,1,01_285.png,3
а,1,01_286.png,3
а,1,01_287.png,3
а,1,01_288.png,3
а,1,01_289.png,3
а,1,01_290.png,3
а,1,01_291.png,3
а,1,01_292.png,3
а,1,01_293.png,3
а,1,01_294.png,3
а,1,01_295.png,3
а,1,01_296.png,3
а,1,01_297.png,3
а,1,01_298.png,3
а,1,01_299.png,3
а,1,01_300.png,3
а,1,01_301.png,3
а,1,01_302.png,3
а,1,01_303.png,3
а,1,01_304.png,3
а,1,01_305.png,3
а,1,01_306.png,3
а,1,01_307.png,3
а,1,01_308.png,3
а,1,01_309.png,3
а,1,01_310.png,3
а,1,01_311.png,3
а,1,01_312.png,3
а,1,01_313.png,3
а,1,01_314.png,3
а,1,01_315.png,3
а,1,01_316.png,3
а,1,01_317.png,3
а,1,01_318.png,3
а,1,01_319.png,3
а,1,01_320.png,3
а,1,01_321.png,3
а,1,01_322.png,3
а,1,01_323.png,3
а,1,01_324.png,3
а,1,01_325.png,3
а,1,01_326.png,3
а,1,01_327.png,3
а,1,01_328.png,3
а,1,01_329.png,3
а,1,01_330.png,3
а,1,01_331.png,3
а,1,01_332.png,3
а,1,01_333.png,3
а,1,01_334.png,3
а,1,01_335.png,3
а,1,01_336.png,3
а,1,01_337.png,3
а,1,01_338.png,3
а,1,01_339.png,3
а,1,01_340.png,3
а,1,01_341.png,3
а,1,01_342.png,3
а,1,01_343.png,3
а,1,01_344.png,3
а,1,01_345.png,3
а,1,01_346.png,3
а,1,01_347.png,3
а,1,01_348.png,3
а,1,01_349.png,3
а,1,01_350.png,3
а,1,01_351.png,3
а,1,01_352.png,3
а,1,01_353.png,3
а,1,01_354.png,3
а,1,01_355.png,3
а,1,01_356.png,3
а,1,01_357.png,3
а,1,01_358.png,3
а,1,01_359.png,3
а,1,01_360.png,3
а,1,01_361.png,3
а,1,01_362.png,3
а,1,01_363.png,3
а,1,01_364.png,3
а,1,01_365.png,3
а,1,01_366.png,3
а,1,01_367.png,3
а,1,01_368.png,3
а,1,01_369.png,3
а,1,01_370.png,3
а,1,01_371.png,3
а,1,01_372.png,3
а,1,01_373.png,3
а,1,01_374.png,3
а,1,01_375.png,3
а,1,01_376.png,3
а,1,01_377.png,3
а,1,01_378.png,3
а,1,01_379.png,3
а,1,01_380.png,3
а,1,01_381.png,3
а,1,01_382.png,3
а,1,01_383.png,3
а,1,01_384.png,3
а,1,01_385.png,3
а,1,01_386.png,3
а,1,01_387.png,3
а,1,01_388.png,3
а,1,01_389.png,3
а,1,01_390.png,3
а,1,01_391.png,3
а,1,01_392.png,3
а,1,01_393.png,3
а,1,01_394.png,3
а,1,01_395.png,3
а,1,01_396.png,3
а,1,01_397.png,3
а,1,01_398.png,3
а,1,01_399.png,3
а,1,01_400.png,3
а,1,01_401.png,3
а,1,01_402.png,3
а,1,01_403.png,3
а,1,01_404.png,3
а,1,01_405.png,3
а,1,01_406.png,3
а,1,01_407.png,3
а,1,01_408.png,3
а,1,01_409.png,3
а,1,01_410.png,3
а,1,01_411.png,3
а,1,01_412.png,3
а,1,01_413.png,3
а,1,01_414.png,3
а,1,01_415.png,3
а,1,01_416.png,3
а,1,01_417.png,3
а,1,01_418.png,3
а,1,01_419.png,3
а,1,01_420.png,3
а,1,01_421.png,3
а,1,01_422.png,3
а,1,01_423.png,3
а,1,01_424.png,3
а,1,01_425.png,3
а,1,01_426.png,3
а,1,01_427.png,3
а,1,01_428.png,3
а,1,01_429.png,3
а,1,01_430.png,3
б,2,02_231.png,3
б,2,02_232.png,3
б,2,02_233.png,3
б,2,02_234.png,3
б,2,02_235.png,3
б,2,02_236.png,3
б,2,02_237.png,3
б,2,02_238.png,3
б,2,02_239.png,3
б,2,02_240.png,3
б,2,02_241.png,3
б,2,02_242.png,3
б,2,02_243.png,3
б,2,02_244.png,3
б,2,02_245.png,3
б,2,02_246.png,3
б,2,02_247.png,3
б,2,02_248.png,3
б,2,02_249.png,3
б,2,02_250.png,3
б,2,02_251.png,3
б,2,02_252.png,3
б,2,02_253.png,3
б,2,02_254.png,3
б,2,02_255.png,3
б,2,02_256.png,3
б,2,02_257.png,3
б,2,02_258.png,3
б,2,02_259.png,3
б,2,02_260.png,3
б,2,02_261.png,3
б,2,02_262.png,3
б,2,02_263.png,3
б,2,02_264.png,3
б,2,02_265.png,3
б,2,02_266.png,3
б,2,02_267.png,3
б,2,02_268.png,3
б,2,02_269.png,3
б,2,02_270.png,3
б,2,02_271.png,3
б,2,02_272.png,3
б,2,02_273.png,3
б,2,02_274.png,3
б,2,02_275.png,3
б,2,02_276.png,3
б,2,02_277.png,3
б,2,02_278.png,3
б,2,02_279.png,3
б,2,02_280.png,3
б,2,02_281.png,3
б,2,02_282.png,3
б,2,02_283.png,3
б,2,02_284.png,3
б,2,02_285.png,3
б,2,02_286.png,3
б,2,02_287.png,3
б,2,02_288.png,3
б,2,02_289.png,3
б,2,02_290.png,3
б,2,02_291.png,3
б,2,02_292.png,3
б,2,02_293.png,3
б,2,02_294.png,3
б,2,02_295.png,3
б,2,02_296.png,3
б,2,02_297.png,3
б,2,02_298.png,3
б,2,02_299.png,3
б,2,02_300.png,3
б,2,02_301.png,3
б,2,02_302.png,3
б,2,02_303.png,3
б,2,02_304.png,3
б,2,02_305.png,3
б,2,02_306.png,3
б,2,02_307.png,3
б,2,02_308.png,3
б,2,02_309.png,3
б,2,02_310.png,3
б,2,02_311.png,3
б,2,02_312.png,3
б,2,02_313.png,3
б,2,02_314.png,3
б,2,02_315.png,3
б,2,02_316.png,3
б,2,02_317.png,3
б,2,02_318.png,3
б,2,02_319.png,3
б,2,02_320.png,3
б,2,02_321.png,3
б,2,02_322.png,3
б,2,02_323.png,3
б,2,02_324.png,3
б,2,02_325.png,3
б,2,02_326.png,3
б,2,02_327.png,3
б,2,02_328.png,3
б,2,02_329.png,3
б,2,02_330.png,3
б,2,02_331.png,3
б,2,02_332.png,3
б,2,02_333.png,3
б,2,02_334.png,3
б,2,02_335.png,3
б,2,02_336.png,3
б,2,02_337.png,3
б,2,02_338.png,3
б,2,02_339.png,3
б,2,02_340.png,3
б,2,02_341.png,3
б,2,02_342.png,3
б,2,02_343.png,3
б,2,02_344.png,3
б,2,02_345.png,3
б,2,02_346.png,3
б,2,02_347.png,3
б,2,02_348.png,3
б,2,02_349.png,3
б,2,02_350.png,3
б,2,02_351.png,3
б,2,02_352.png,3
б,2,02_353.png,3
б,2,02_354.png,3
б,2,02_355.png,3
б,2,02_356.png,3
б,2,02_357.png,3
б,2,02_358.png,3
б,2,02_359.png,3
б,2,02_360.png,3
б,2,02_361.png,3
б,2,02_362.png,3
б,2,02_363.png,3
б,2,02_364.png,3
б,2,02_365.png,3
б,2,02_366.png,3
б,2,02_367.png,3
б,2,02_368.png,3
б,2,02_369.png,3
б,2,02_370.png,3
б,2,02_371.png,3
б,2,02_372.png,3
б,2,02_373.png,3
б,2,02_374.png,3
б,2,02_375.png,3
б,2,02_376.png,3
б,2,02_377.png,3
б,2,02_378.png,3
б,2,02_379.png,3
б,2,02_380.png,3
б,2,02_381.png,3
б,2,02_382.png,3
б,2,02_383.png,3
б,2,02_384.png,3
б,2,02_385.png,3
б,2,02_386.png,3
б,2,02_387.png,3
б,2,02_388.png,3
б,2,02_389.png,3
б,2,02_390.png,3
б,2,02_391.png,3
б,2,02_392.png,3
б,2,02_393.png,3
б,2,02_394.png,3
б,2,02_395.png,3
б,2,02_396.png,3
б,2,02_397.png,3
б,2,02_398.png,3
б,2,02_399.png,3
б,2,02_400.png,3
б,2,02_401.png,3
б,2,02_402.png,3
б,2,02_403.png,3
б,2,02_404.png,3
б,2,02_405.png,3
б,2,02_406.png,3
б,2,02_407.png,3
б,2,02_408.png,3
б,2,02_409.png,3
б,2,02_410.png,3
б,2,02_411.png,3
б,2,02_412.png,3
б,2,02_413.png,3
б,2,02_414.png,3
б,2,02_415.png,3
б,2,02_416.png,3
б,2,02_417.png,3
б,2,02_418.png,3
б,2,02_419.png,3
б,2,02_420.png,3
б,2,02_421.png,3
б,2,02_422.png,3
б,2,02_423.png,3
б,2,02_424.png,3
б,2,02_425.png,3
б,2,02_426.png,3
б,2,02_427.png,3
б,2,02_428.png,3
б,2,02_429.png,3
б,2,02_430.png,3
в,3,03_231.png,3
в,3,03_232.png,3
